2180;Gävle kommun;gavle.se
1480;Göteborgs Stad;goteborg.se
1471;Götene kommun;gotene.se
0643;Habo kommun;habokommun.se
1783;Hagfors kommun;hagfors.se
1861;Hallsbergs kommun;hallsberg.se
1961;Hallstahammars kommun;hallstahammar.se
1380;Halmstads kommun;halmstad.se
1761;Hammarö kommun;hammaro.se
0136;Haninge kommun;haninge.se
2583;Haparanda stad;haparanda.se
0331;Heby kommun;heby.se
2083;Hedemora kommun;hedemora.se
1283;Helsingborgs stad;helsingborg.se
1466;Herrljunga kommun;herrljunga.se
1497;Hjo kommun;hjo.se
2104;Hofors kommun;hofors.se
0126;Huddinge kommun;huddinge.se
2184;Hudiksvalls kommun;hudiksvall.se
0860;Hultsfreds kommun;hultsfred.se
1315;Hylte kommun;hylte.se
0305;Håbo kommun;habo.se
1863;Hällefors kommun;hellefors.se
2361;Härjedalens kommun;herjedalen.se
2280;Härnösands kommun;harnosand.se
1401;Härryda kommun;harryda.se
1293;Hässleholms kommun;hassleholm.se
1284;Höganäs kommun;hoganas.se
0821;Högsby kommun;hogsby.se
1266;Hörby kommun;horby.se
1267;Höörs kommun;hoor.se
2510;Jokkmokks kommun;jokkmokk.se
0123;Järfälla kommun;jarfalla.se
0680;Jönköpings kommun;jonkoping.se
2514;Kalix kommun;kalix.se
0880;Kalmar kommun;kalmar.se
1446;Karlsborgs kommun;karlsborg.se
1082;Karlshamns kommun;karlshamn.se
1883;Karlskoga kommun;karlskoga.se
1080;Karlskrona kommun;karlskrona.se
1780;Karlstads kommun;karlstad.se
0483;Katrineholms kommun;katrineholm.se
1715;Kils kommun;kil.se
0513;Kinda kommun;kinda.se
2584;Kiruna kommun;kiruna.se
1276;Klippans kommun;klippan.se
0330;Knivsta kommun;knivsta.se
2282;Kramfors kommun;kramfors.se
1290;Kristianstads kommun;kristianstad.se
1781;Kristinehamns kommun;kristinehamn.se
2309;Krokoms kommun;krokom.se
1881;Kumla kommun;kumla.se
1384;Kungsbacka kommun;kungsbacka.se
1960;Kungsörs kommun;kungsor.se
1482;Kungälvs kommun;kungalv.se
1261;Kävlinge kommun;kavlinge.se
1983;Köpings kommun;koping.se
1381;Laholms kommun;laholm.se
1282;Landskrona kommun;landskrona.se
1860;Laxå kommun;laxa.se
1814;Lekebergs kommun;lekeberg.se
2029;Leksands kommun;leksand.se
1441;Lerums kommun;lerum.se
0761;Lessebo kommun;lessebo.se
0186;Lidingö stad;lidingo.se
1494;Lidköpings kommun;lidkoping.se
1462;Lilla Edets kommun;lillaedet.se
1885;Lindesbergs kommun;lindesberg.se
0580;Linköpings kommun;linkoping.se
0781;Ljungby kommun;ljungby.se
2161;Ljusdals kommun;ljusdal.se
1864;Ljusnarsbergs kommun;ljusnarsberg.se
1262;Lomma kommun;lomma.se
2085;Ludvika kommun;ludvika.se
2580;Luleå kommun;lulea.se
1281;Lunds kommun;lund.se
2481;Lycksele kommun;lycksele.se
1484;Lysekils kommun;lysekil.se
1280;Malmö stad;malmo.se
2023;Malung-Sälens kommun;malung-salen.se
2418;Malå kommun;mala.se
1493;Mariestads kommun;mariestad.se
0767;Markaryds kommun;markaryd.se
1463;Marks kommun;mark.se
1461;Melleruds kommun;mellerud.se
0586;Mjölby kommun;mjolby.se
2062;Mora kommun;mora.se
0583;Motala kommun;motala.se
0642;Mullsjö kommun;mullsjo.se
1430;Munkedals kommun;munkedal.se
1762;Munkfors kommun;munkfors.se
1481;Mölndals stad;molndal.se
0861;Mönsterås kommun;monsteras.se
0840;Mörbylånga kommun;morbylanga.se
0182;Nacka kommun;nacka.se
1884;Nora kommun;nora.se
1962;Norbergs kommun;norberg.se
2132;Nordanstigs kommun;nordanstig.se
2401;Nordmalings kommun;nordmaling.se
0581;Norrköpings kommun;norrkoping.se
0188;Norrtälje kommun;norrtalje.se
2417;Norsjö kommun;norsjo.se
0881;Nybro kommun;nybro.se
0140;Nykvarns kommun;nykvarn.se
0480;Nyköpings kommun;nykoping.se
0192;Nynäshamns kommun;nynashamn.se
0682;Nässjö kommun;nassjo.se
2101;Ockelbo kommun;ockelbo.se
1060;Olofströms kommun;olofstrom.se
2034;Orsa kommun;orsa.se
1421;Orust kommun;orust.se
1273;Osby kommun;osby.se
0882;Oskarshamns kommun;oskarshamn.se
2121;Ovanåkers kommun;ovanaker.se
0481;Oxelösunds kommun;oxelosund.se
2521;Pajala kommun;pajala.se
1402;Partille kommun;partille.se
1275;Perstorps kommun;perstorp.se
2581;Piteå kommun;pitea.se
2303;Ragunda kommun;ragunda.se
2409;Robertsfors kommun;robertsfors.se
1081;Ronneby kommun;ronneby.se
2031;Rättviks kommun;rattvik.se
1981;Sala kommun;sala.se
0128;Salems kommun;salem.se
2181;Sandvikens kommun;sandviken.se
0191;Sigtuna kommun;sigtuna.se
1291;Simrishamns kommun;simrishamn.se
1265;Sjöbo kommun;sjobo.se
1495;Skara kommun;skara.se
2482;Skellefteå kommun;skelleftea.se
1904;Skinnskattebergs kommun;skinnskatteberg.se
1264;Skurups kommun;skurup.se
1496;Skövde kommun;skovde.se
2061;Smedjebackens kommun;smedjebacken.se
2283;Sollefteå kommun;solleftea.se
0163;Sollentuna kommun;sollentuna.se
0184;Solna stad;solna.se
2422;Sorsele kommun;sorsele.se
1427;Sotenäs kommun;sotenas.se
1230;Staffanstorps kommun;staffanstorp.se
1415;Stenungsunds kommun;stenungsund.se
0180;Stockholms stad;stockholm.se
1760;Storfors kommun;storfors.se
2421;Storumans kommun;storuman.se
0486;Strängnäs kommun;strangnas.se
1486;Strömstads kommun;stromstad.se
2313;Strömsunds kommun;stromsund.se
0183;Sundbybergs stad;sundbyberg.se
2281;Sundsvalls kommun;sundsvall.se
1766;Sunne kommun;sunne.se
1907;Surahammars kommun;surahammar.se
1214;Svalövs kommun;svalov.se
1263;Svedala kommun;svedala.se
1465;Svenljunga kommun;svenljunga.se
1785;Säffle kommun;saffle.se
2082;Säters kommun;sater.se
0684;Sävsjö kommun;savsjo.se
2182;Söderhamns kommun;soderhamn.se
0582;Söderköpings kommun;soderkoping.se
0181;Södertälje kommun;sodertalje.se
1083;Sölvesborgs kommun;solvesborg.se
1435;Tanums kommun;tanum.se
1472;Tibro kommun;tibro.se
1498;Tidaholms kommun;tidaholm.se
0360;Tierps kommun;tierp.se
2262;Timrå kommun;timra.se
0763;Tingsryds kommun;tingsryd.se
1419;Tjörns kommun;tjorn.se
1270;Tomelilla kommun;tomelilla.se
1737;Torsby kommun;torsby.se
0834;Torsås kommun;torsas.se
1452;Tranemo kommun;tranemo.se
0687;Tranås kommun;tranas.se
1287;Trelleborgs kommun;trelleborg.se
1488;Trollhättans stad;trollhattan.se
0488;Trosa kommun;trosa.se
0138;Tyresö kommun;tyreso.se
0160;Täby kommun;taby.se
1473;Töreboda kommun;toreboda.se
1485;Uddevalla kommun;uddevalla.se
1491;Ulricehamns kommun;ulricehamn.se
2480;Umeå kommun;umea.se
0114;Upplands Väsby kommun;upplandsvasby.se
0139;Upplands-Bro kommun;upplands-bro.se
0380;Uppsala kommun;uppsala.se
0760;Uppvidinge kommun;uppvidinge.se
0584;Vadstena kommun;vadstena.se
0665;Vaggeryds kommun;vaggeryd.se
0563;Valdemarsviks kommun;valdemarsvik.se
0115;Vallentuna kommun;vallentuna.se
2021;Vansbro kommun;vansbro.se
1470;Vara kommun;vara.se
1383;Varbergs kommun;varberg.se
0187;Vaxholms stad;vaxholm.se
1233;Vellinge kommun;vellinge.se
0685;Vetlanda kommun;vetlanda.se
2462;Vilhelmina kommun;vilhelmina.se
0884;Vimmerby kommun;vimmerby.se
2404;Vindelns kommun;vindeln.se
0428;Vingåkers kommun;vingaker.se
1442;Vårgårda kommun;vargarda.se
1487;Vänersborgs kommun;vanersborg.se
2460;Vännäs kommun;vannas.se
0120;Värmdö kommun;varmdo.se
0683;Värnamo kommun;varnamo.se
0883;Västerviks kommun;vastervik.se
1980;Västerås stad;vasteras.se
0780;Växjö kommun;vaxjo.se
0512;Ydre kommun;ydre.se
1286;Ystads kommun;ystad.se
1492;Åmåls kommun;amal.se
2260;Ånge kommun;ange.se
2321;Åre kommun;are.se
1765;Årjängs kommun;arjang.se
2463;Åsele kommun;asele.se
1277;Åstorps kommun;astorp.se
0561;Åtvidabergs kommun;atvidaberg.se
0765;Älmhults kommun;almhult.se
2039;Älvdalens kommun;alvdalen.se
0319;Älvkarleby kommun;alvkarleby.se
2560;Älvsbyns kommun;alvsbyn.se
1292;Ängelholms kommun;engelholm.se
1407;Öckerö kommun;ockero.se
0509;Ödeshögs kommun;odeshog.se
1880;Örebro kommun;orebro.se
1257;Örkelljunga kommun;orkelljunga.se
2284;Örnsköldsviks kommun;ornskoldsvik.se
2380;Östersunds kommun;ostersund.se
0117;Österåkers kommun;osteraker.se
0382;Östhammars kommun;osthammar.se
1256;Östra Göinge kommun;ostragoinge.se
2513;Överkalix kommun;overkalix.se
2518;Övertorneå kommun;overtornea.se
